figure,factor,curve_name,x_value,y_value,point_type,page_x_pdf_points,page_y_pdf_points,source_page,notes
Figure 3,KHe,E_prime_ksi=1.0,0.00825,4986.966487,spreadsheet_x,159.404,230.524994,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.009332,4622.428167,uniform_sample,165.496247,237.286406,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.01,4421.712494,spreadsheet_x,169.26,241.005667,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.011762,3967.904573,uniform_sample,178.657495,249.414728,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.0125,3789.925806,spreadsheet_x,182.595,252.658056,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.013056,3662.286291,endpoint/control,185.558997,254.990029,PDF page 19 / API page 13,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.014192,3404.415482,uniform_sample,191.619595,259.701329,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.015,3230.830095,spreadsheet_x,195.93,262.872734,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.016622,2889.402376,uniform_sample,205.065048,269.165917,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.0175,2719.47016,spreadsheet_x,210.01,272.355545,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.019052,2436.950028,uniform_sample,218.751315,277.658448,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.02,2275.090667,spreadsheet_x,224.09,280.696548,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.021482,2042.561395,uniform_sample,232.289364,285.061123,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.022232,1933.989388,endpoint/control,236.438973,287.099019,PDF page 19 / API page 13,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.023912,1690.069561,uniform_sample,245.732567,291.448046,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.025,1552.6354,spreadsheet_x,251.75,293.925984,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.026342,1399.998886,uniform_sample,259.044276,296.67802,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.028772,1153.736343,uniform_sample,272.249385,301.118134,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.03,1042.662849,spreadsheet_x,278.92,303.120789,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.030182,1027.229891,endpoint/control,279.90801,303.399045,PDF page 19 / API page 13,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.031203,965.791435,uniform_sample,285.692593,304.50678,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.033633,878.648067,uniform_sample,299.37886,307.12767,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.035,823.383203,spreadsheet_x,307.078515,308.602136,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.036063,781.176602,uniform_sample,312.958856,309.728208,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.038482,685.1182,endpoint/control,326.341981,312.291046,PDF page 19 / API page 13,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.038493,685.761924,uniform_sample,326.402059,312.273872,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.04,647.032019,spreadsheet_x,334.74,313.307186,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.040923,622.47682,uniform_sample,339.754876,313.962318,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.043353,562.025602,uniform_sample,352.959985,315.575157,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.044454,536.994762,endpoint/control,358.942982,316.24298,PDF page 19 / API page 13,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.045,530.01545,spreadsheet_x,361.953423,316.429188,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.045783,520.006227,uniform_sample,366.270792,316.696234,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.048213,488.907027,uniform_sample,379.68509,317.525961,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.05,465.990229,spreadsheet_x,389.57,318.137381,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.050643,457.740689,uniform_sample,393.128348,318.357478,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.053073,426.574352,uniform_sample,406.571606,319.188996,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.055,402.015428,spreadsheet_x,417.164829,319.844228,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.055503,395.599801,uniform_sample,419.932139,320.015397,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.057933,364.908292,uniform_sample,433.170585,320.834247,PDF page 19 / API page 13,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.06,338.874442,spreadsheet_x,444.4,321.52883,PDF page 19 / API page 13,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
